Source,Target,Weight
"person:rohit rahul","person:shaheen afridi",1
"person:rohit rahul","person:virat",1
"organization:australia","organization:pak v aus",7
"organization:pakistan cricket","person:matthew haiden",1
"other:mauka mauka","other:t20 world cup",1
"other:mauka mauka","place:australia",1
"organization:team green","place:pakistan",3
"person:matthew wade","person:mithun wadekar",1
"person:matthew wade","place:aus",2
"person:mithun wadekar","place:aus",1
"place:aussies","place:australia",2
"place:christanity","place:india",1
"person:imran khan","place:karachi airport",2
"organization:aus","organization:icc",5
"organization:aus","person:pak. pak",1
"organization:icc","organization:indians",1
"organization:icc","person:pak",4
"organization:icc","person:pak. pak",1
"organization:indians","person:pak",9
"organization:indians","person:pak. pak",1
"person:pak","person:pak. pak",1
"person:fakhar zaman shaheen maxwell","place:pakistan",1
"organization:aussies","organization:pakistan",50
"organization:aussies","place:pakistan",95
"other:t20 world cup semi finals","place:australia",1
"other:t20 world cup semi finals","place:pakistan",3
"person:marsh","person:shadab khan",13
"person:islam","person:paxtani",1
"person:hasan ali","place:pak",5
"place:pak","place:pakistan",11
"person:sami","place:pakistan",2
"organization:cricket","person:pak minister rasid seikh",1
"organization:cricket","person:pakistani cricketers",1
"organization:cricket","person:pakistani islam",1
"person:pak minister rasid seikh","person:pakistani cricketers",1
"person:pak minister rasid seikh","person:pakistani islam",1
"person:pakistani cricketers","person:pakistani islam",1
"person:hassan ali","person:saeed ajmal",12
"person:saeed ajmal","person:shoaib malik",1
"organization:pakistan","place:uae",55
"organization:dubai cricket stadium","organization:pakistan",2
"organization:dubai cricket stadium","other:t20 world cup final",1
"organization:pakistan","other:t20 world cup final",3
"organization:aussies","organization:indians",6
"organization:t20","other:world cup",3
"organization:pakistan","person:imad",1
"person:wadey","place:australia",1
"organization:twitter","person:hasan ali 🏏",1
"organization:instagram","person:haris",1
"organization:instagram","person:maxwell",1
"person:pak","person:shadab",7
"person:matthew wade","place:india",28
"organization:aussies","organization:nz",14
"other:world cup","person:shadab khan",1
"person:babar azam","person:shadab khan",4
"person:apalled","person:shia",1
"organization:team pakistan","place:new zealand",1
"person:mathew wade","person:rohit sharma",1
"person:dahani","person:hassan",2
"person:dahani","person:hassan ali",7
"person:dahani","person:wahab",1
"person:hassan","person:wahab",1
"person:hassan ali","person:wahab",2
"person:haris rauf","person:hassan ali",14
"person:haris rauf","place:australia",13
"organization:pakistan","other:icc t20 world cup",21
"person:hasan ali","person:sania mirza",2
"person:hasan ali","place:country india",1
"person:sania mirza","place:australia",6
"person:sania mirza","place:country india",1
"person:sania mirza","place:india",21
"place:australia","place:country india",1
"place:country india","place:india",1
"place:pakistan","place:shaa allah",2
"place:pakistan zindabad","place:shaa allah",1
"organization:india","person:shaheen",1
"person:fakhar zaman","person:hassan ali",10
"organization:t20i","person:muhammad rizwan",5
"organization:indians","organization:team australia",1
"organization:nz","place:aus",16
"person:hassan ali","person:imad wasim",6
"organization:odi","place:icc",1
"organization:australia","person:interior minister sheikh rasheed",1
"person:interior minister sheikh rasheed","place:pakistan",1
"person:hasan","person:pak",5
"place:pakistan","place:pakistani",3
"person:matty","person:wade",2
"organization:melbourne stars","person:haris rauf",1
"organization:icc","organization:pakistani",2
"other:champions trophy 2017","person:hassan ali",3
"person:matthew haydon","place:pakistan",1
"other:2017 champions trophy","person:hassan ali",12
"person:shaheen afridi","product:6s",6
"organization:aussies","person:matthew wade",22
"person:hasan raufs","person:shaheens",1
"person:3balls","person:hassan ali",1
"person:3balls","person:shaeen afridi",1
"person:hassan ali","person:shaeen afridi",1
"organization:england","organization:t20",8
"organization:england","other:world cup",4
"organization:england","person:ben stokes",5
"organization:england","person:hassan ali",3
"organization:t20","person:ben stokes",2
"other:world cup","person:ben stokes",1
"person:ben stokes","person:hassan ali",6
"person:salman","person:varun chakravarthy",1
"person:salman","place:pakistan",1
"person:varun chakravarthy","place:pakistan",1
"other:hamain tum sy pyar hai","person:mr. jawad ahmad",1
"person:18runs","person:hassan ali",1
"person:18runs","person:shahin",1
"person:hassan ali","person:shahin",1
"organization:nxt cricket","place:pakistan",1
"person:jashn manao","person:matthew wade",1
"person:jashn manao","place:pakistan",1
"other:world cup","person:lulu",1
"person:hassan ali","person:hassan ali pakistani",1
"organization:t20 world cup","person:ali",1
"person:ali","person:babar azam",3
"person:adani","place:australia",1
"person:jay shree","person:yogi wade",1
"organization:ipl","person:hassan ali",1
"organization:aussies","other:world cup",5
"organization:aussies","person:big papi",1
"organization:aussies","person:matty wade",1
"organization:aussies","person:mitchell marsh",1
"other:world cup","person:big papi",1
"other:world cup","person:matty wade",1
"other:world cup","person:mitchell marsh",1
"person:big papi","person:matty wade",1
"person:big papi","person:mitchell marsh",1
"person:matty wade","person:mitchell marsh",1
"organization:rams","person:odell",1
"person:batsman","person:hafeez",1
"person:misbah","person:wade",7
"person:misbah","place:pakistan",4
"person:rizwan","person:shadab pakistan",1
"person:cricket pakistan","place:india",1
"person:cricket pakistan","place:pakistan",1
"person:hasan ali","person:muhammad rizwan",1
"place:dubai","place:karachi",18
"place:karachi","place:lahore",25
"person:healy-steve waugh","person:s. fleming",1
"person:healy-steve waugh","place:zealand",1
"person:s. fleming","place:zealand",1
"other:icc world cup","place:australia",5
"other:icc world cup","place:new zealand",1
"organization:spiritkf cricket","person:david warner",1
"person:babar","person:hafeez",23
"person:babar","person:imad",17
"person:hafeez","person:hasan",5
"person:hafeez","person:imad",25
"person:hasan","person:imad",8
"organization:t20","person:matty wade",2
"person:indians","person:mr. casanova",1
"person:indians","place:china",1
"person:mr. casanova","place:china",1
"other:2017 icc champions trophy","person:hassan ali",1
"other:2017 icc champions trophy","person:hassan ali don",1
"person:hassan ali","person:hassan ali don",2
"organization:semis","organization:team pakistan",1
"organization:pakistan","person:ian bishop",1
"other:t20 world cup","person:ian bishop",1
"person:ian bishop","place:australia",1
"other:god","person:muhammad rizwan",3
"other:god","place:pakistan",43
"person:afridi","person:federer",1
"person:federer","person:wade",1
"person:babar","person:shoaib malik",5
"person:afridi","place:australia",30
"organization:sunni","other:cricket world cup",1
"organization:sunni","place:pakistan",1
"organization:england","organization:scotland",1
"organization:england","person:pak",5
"organization:scotland","person:pak",1
"organization:nz","person:hayden",1
"organization:biryaani","person:hasan ali",2
"organization:biryaani","person:pak",2
"organization:biryaani","place:australia",2
"organization:biryaani","place:pakistan",2
"person:hasan ali","person:pak",21
"organization:5wickets","place:australia",1
"organization:aus","person:babar azam",8
"organization:aus","person:matthew hayden",1
"organization:aus","person:saqlain mushtaq",1
"person:bikhi saye","person:khan logaray",1
"person:bikhi saye","place:pakistan",1
"person:khan logaray","place:pakistan",1
"person:hasan ali","place:sa",1
"person:matthew wade","person:mr cricket",2
"organization:battle royale","place:namibia",1
"person:hassan ali","person:t20s",2
"person:t20s","place:pakistan",1
"person:rahul dravid","place:germany",1
"person:gibbs","person:hasan ali",4
"person:gibbs","place:australia",2
"organization:australia","organization:dubai",3
"organization:australia","person:hassan ali",13
"organization:dubai","organization:pakistan",3
"organization:dubai","person:hassan ali",1
"organization:dubai","place:new zealand",1
"person:matthew wade","product:twitter",1
"organization:icc","organization:pakvsaus",1
"organization:pakistan team","other:t20 world cup",2
"organization:pakistan team","person:hassan ali",8
"organization:pakistan team","person:rizwan",1
"person:hassan ali","person:rizwan",17
"organization:csk","place:dubai",2
"organization:we indians","place:pakistan",1
"place:pakistan","place:pakistan australia",1
"person:muhammad rizwan","place:icu",1
"organization:pakistan cricket","place:australia",14
"person:hasaan ali","person:hassan",1
"person:hasaan ali","place:pakistan",1
"person:jeet","place:india",1
"organization:instagram","organization:twitter",1
"organization:instagram","person:hasan ali",1
"organization:pakistan","organization:t20 worldcup",8
"organization:","organization:pak cricket",1
"organization:","place:india",1
"organization:","place:zealand",1
"organization:pak cricket","place:india",2
"organization:pak cricket","place:zealand",1
"person:gulab jamun","place:pakistan",1
"person:matt wade","place:australia",2
"place:dubai","place:pakistani",1
"place:islamabad","place:pakistani",1
"place:india","place:pakistan australia",1
"organization:fata","place:afghanistan",1
"organization:fata","place:pashtuns",1
"organization:fata","place:south pakhtunkhwa",1
"organization:fata","place:waziristan",1
"place:afghanistan","place:pashtuns",1
"place:afghanistan","place:south pakhtunkhwa",1
"place:afghanistan","place:waziristan",1
"place:pashtuns","place:south pakhtunkhwa",1
"place:pashtuns","place:waziristan",1
"place:south pakhtunkhwa","place:waziristan",1
"person:muhammad rizwan","person:rizwan 🇵🇰",1
"person:afridi","person:hasan",3
"place:chennai","place:kodai vel farms",1
"person:hassan ali","person:smith",4
"person:hassan ali","person:warner",10
"person:madhav ved","person:mathew wade",1
"person:finch","person:maxwell",15
"person:finch","person:smith",10
"place:bangladesh","place:india",9
"person:afridi","person:stoinis",6
"person:hasan","person:stoinis",4
"person:t20worldcup","place:australia",2
"organization:team pakistan","person:",1
"person:matthew wade","person:michael hussy",1
"person:michael hussy","person:saeed ajmal",1
"person:michael hussy","person:shaheen shah afridi",1
"person:saeed ajmal","person:shaheen shah afridi",2
"person:jinnah","person:sunni",1
"person:hasan ali","person:muhammad shami",1
"organization:pakistan","person:micheal hussey",3
"person:matthew wade","person:micheal hussey",6
"person:hassan ali","person:r. thanks babar",1
"place:india","place:namibia",22
"place:india","place:scotland",10
"place:namibia","place:scotland",19
"person:hassan ali","person:pak cricketers",1
"person:pak cricketers","person:shami",1
"organization:icc men","organization:south africa",1
"organization:green team","other:world cup",1
"organization:pakistan","person:stoinis",21
"person:","person:duffer minister",1
"person:","place:india",3
"person:duffer minister","place:india",1
"person:bharat ratna","person:hassan ali",2
"person:cricket","person:warner",1
"other:world cup","person:hafeez",3
